,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Price,Company
3394,Hyundai Verna Transform,Hyderabad,2010,118077,Diesel,Manual,First,385000.0,Hyundai
3395,Hyundai Verna 1.6,Chennai,2012,36300,Petrol,Automatic,Third,750000.0,Hyundai
3396,Hyundai Getz GVS,Mumbai,2005,90000,Petrol,Manual,Second,180000.0,Hyundai
3397,Ford Figo Diesel,Chennai,2010,78000,Diesel,Manual,First,225000.0,Ford
3398,Audi A6 2011-2015,Mumbai,2015,42000,Diesel,Automatic,First,2425000.0,Audi
3399,Volkswagen Polo 1.2,Mumbai,2015,27000,Petrol,Manual,First,434999.99999999994,Volkswagen
3400,BMW X1 sDrive20d,Kolkata,2012,22000,Diesel,Automatic,First,1150000.0,BMW
3401,Honda City i,Kolkata,2014,49000,Petrol,Manual,First,475000.0,Honda
3402,Hyundai i20 Sportz,Hyderabad,2012,42600,Diesel,Manual,First,499000.0,Hyundai
3403,Honda Jazz 1.2,Coimbatore,2018,12794,Petrol,Automatic,First,915000.0,Honda
3404,Maruti Swift 1.3,Jaipur,2006,125000,Petrol,Manual,Fourth & Above,235000.0,Maruti
3405,Honda CR-V 2.4,Hyderabad,2014,88046,Petrol,Automatic,First,1399000.0,Honda
3406,Mercedes-Benz A Class,Bangalore,2014,8000,Diesel,Automatic,Second,1975000.0,Mercedes-Benz
3407,Mahindra XUV500 AT,Coimbatore,2018,82739,Diesel,Automatic,First,1677000.0,Mahindra
3408,Mahindra Bolero SLX,Bangalore,2006,193000,Diesel,Manual,Third,250000.0,Mahindra
3409,Renault Scala RxL,Mumbai,2013,7000,Petrol,Automatic,First,365000.0,Renault
3410,Land Rover Freelander,Ahmedabad,2012,60000,Diesel,Automatic,Second,2350000.0,Land
3411,Maruti Alto 800,Pune,2017,38000,Petrol,Manual,First,311000.0,Maruti
3412,Toyota Etios G,Kochi,2013,56344,Petrol,Manual,First,457000.0,Toyota
3413,Hyundai i20 Sportz,Mumbai,2014,17858,Petrol,Manual,First,532000.0,Hyundai
3414,Hyundai i10 Sportz,Hyderabad,2012,53000,Petrol,Manual,First,320000.0,Hyundai
3415,Maruti Swift VDI,Kochi,2016,67906,Diesel,Manual,First,563000.0,Maruti
3416,Hyundai EON Magna,Hyderabad,2015,19000,Petrol,Manual,First,300000.0,Hyundai
3417,BMW 3 Series,Mumbai,2010,67000,Diesel,Automatic,Second,925000.0,BMW
3418,Tata Indigo XL,Delhi,2011,80000,Diesel,Manual,First,120000.0,Tata
3419,Maruti Alto 800,Delhi,2015,61000,Petrol,Manual,First,215000.0,Maruti
3420,Volkswagen Polo Diesel,Pune,2010,39000,Diesel,Manual,First,305000.0,Volkswagen
3421,Toyota Corolla Altis,Ahmedabad,2014,59000,Petrol,Automatic,First,1150000.0,Toyota
3422,Hyundai Santro Xing,Hyderabad,2008,80931,Petrol,Manual,First,229999.99999999997,Hyundai
3423,Maruti Swift ZXI,Kolkata,2016,34000,Petrol,Manual,First,495000.0,Maruti
3424,Renault Scala Diesel,Hyderabad,2013,130000,Diesel,Manual,First,475000.0,Renault
3425,Maruti Vitara Brezza,Coimbatore,2018,52380,Diesel,Manual,First,1015000.0,Maruti
3426,Nissan Micra XV,Kolkata,2011,44000,Petrol,Manual,First,265000.0,Nissan
3427,Ford Figo Diesel,Hyderabad,2015,84000,Diesel,Manual,First,380000.0,Ford
3428,Honda CR-V 2.0,Kochi,2017,41697,Petrol,Automatic,First,1668000.0,Honda
3429,Nissan Terrano XV,Pune,2014,163000,Diesel,Manual,First,500000.0,Nissan
3430,Toyota Etios Liva,Chennai,2011,42000,Petrol,Manual,Second,375000.0,Toyota
3431,Hyundai i20 Asta,Jaipur,2013,129000,Diesel,Manual,Third,411000.00000000006,Hyundai
3432,Ford Figo Aspire,Chennai,2015,32200,Petrol,Manual,Second,425000.0,Ford
3433,Mitsubishi Pajero 2.8,Mumbai,2004,129000,Diesel,Manual,First,345000.0,Mitsubishi
3434,Audi A4 2.0,Bangalore,2014,40000,Diesel,Automatic,First,2250000.0,Audi
3435,Toyota Innova 2.0,Delhi,2006,150000,Petrol,Manual,First,450000.0,Toyota
3436,Chevrolet Aveo U-VA,Jaipur,2007,140000,Petrol,Manual,First,90000.0,Chevrolet
3437,Hyundai Getz GLS,Hyderabad,2006,63181,Petrol,Manual,First,185000.0,Hyundai
3438,Honda Amaze S,Kolkata,2013,39575,Diesel,Manual,First,325000.0,Honda
3439,Maruti Swift VDI,Pune,2010,63600,Diesel,Manual,Second,310000.0,Maruti
3440,Ford Ecosport 1.5,Coimbatore,2014,70374,Diesel,Manual,First,734000.0,Ford
3441,Volkswagen CrossPolo 1.5,Kolkata,2015,26256,Diesel,Manual,First,425000.0,Volkswagen
3442,Hyundai Elite i20,Delhi,2016,13460,Petrol,Manual,First,645000.0,Hyundai
3443,Toyota Innova 2.5,Chennai,2011,122000,Diesel,Manual,Second,1075000.0,Toyota
3444,Mercedes-Benz M-Class ML,Kolkata,2015,58589,Diesel,Automatic,First,2775000.0,Mercedes-Benz
3445,Maruti Wagon R,Jaipur,2005,115000,Petrol,Manual,Second,99000.0,Maruti
3446,Ford Endeavour 2.2,Pune,2016,75000,Diesel,Automatic,First,2400000.0,Ford
3447,Hyundai Elite i20,Jaipur,2016,30292,Petrol,Manual,First,610000.0,Hyundai
3448,Honda WRV i-VTEC,Ahmedabad,2017,32248,Petrol,Manual,First,825000.0,Honda
3449,Volkswagen Polo Petrol,Bangalore,2013,74000,Petrol,Manual,First,465000.00000000006,Volkswagen
3450,Honda CR-V 2.0L,Mumbai,2014,56100,Petrol,Manual,First,975000.0,Honda
3451,Hyundai Grand i10,Bangalore,2014,61325,Petrol,Manual,First,440000.00000000006,Hyundai
3452,Maruti Swift Dzire,Kolkata,2014,33000,Petrol,Manual,First,399000.0,Maruti
3453,BMW 5 Series,Coimbatore,2016,18090,Diesel,Automatic,First,4573000.0,BMW
3454,Ford Ecosport 1.5,Kochi,2014,71390,Diesel,Manual,First,527000.0,Ford
3455,Maruti Wagon R,Mumbai,2014,41000,CNG,Manual,First,350000.0,Maruti
3456,Honda City i,Ahmedabad,2016,67000,Diesel,Manual,First,725000.0,Honda
3457,Tata Indigo LS,Chennai,2008,99000,Diesel,Manual,Second,160000.0,Tata
3458,Renault Duster 110PS,Pune,2014,142000,Diesel,Manual,Second,600000.0,Renault
3459,Hyundai i10 Sportz,Chennai,2010,26966,Petrol,Manual,First,300000.0,Hyundai
3460,Honda Jazz 1.2,Mumbai,2015,27628,Petrol,Manual,First,495000.0,Honda
3461,Maruti SX4 S,Hyderabad,2016,82497,Diesel,Manual,First,899000.0,Maruti
3462,Honda Accord VTi-L,Mumbai,2007,86000,Petrol,Manual,Third,185000.0,Honda
3463,Volkswagen Polo Petrol,Coimbatore,2016,26981,Petrol,Manual,First,616000.0,Volkswagen
3464,Maruti Ritz VDi,Hyderabad,2010,110471,Diesel,Manual,First,350000.0,Maruti
3465,Honda Amaze S,Jaipur,2014,69000,Petrol,Manual,First,450000.0,Honda
3466,Hyundai i20 1.2,Hyderabad,2017,12000,Petrol,Manual,First,775000.0,Hyundai
3467,Renault Duster 85PS,Hyderabad,2014,77500,Diesel,Manual,First,660000.0,Renault
3468,Hyundai Grand i10,Kochi,2014,48031,Petrol,Manual,First,498000.00000000006,Hyundai
3469,BMW 3 Series,Chennai,2008,170000,Diesel,Automatic,Third,975000.0,BMW
3470,Ford Ecosport 1.5,Mumbai,2014,69565,Diesel,Manual,First,555000.0,Ford
3471,Volkswagen Vento 1.5,Hyderabad,2016,45492,Diesel,Automatic,First,1030000.0000000001,Volkswagen
3472,Honda Accord 2.4,Chennai,2011,85000,Petrol,Automatic,Second,750000.0,Honda
3473,Chevrolet Aveo 1.4,Hyderabad,2008,55902,Petrol,Manual,First,180000.0,Chevrolet
3474,Volkswagen Polo 1.2,Hyderabad,2017,18500,Petrol,Manual,First,625000.0,Volkswagen
3475,Mahindra Xylo D4,Hyderabad,2015,129750,Diesel,Manual,Second,680000.0,Mahindra
3476,Hyundai i10 Magna,Hyderabad,2009,50902,Petrol,Automatic,First,300000.0,Hyundai
3477,Mahindra XUV500 W8,Coimbatore,2015,84725,Diesel,Manual,First,1160000.0,Mahindra
3478,Hyundai Elantra CRDi,Mumbai,2013,40000,Diesel,Manual,Second,695000.0,Hyundai
3479,Volkswagen Passat 1.8,Mumbai,2010,60000,Petrol,Manual,Third,350000.0,Volkswagen
3480,Hyundai Grand i10,Coimbatore,2014,33496,Petrol,Manual,First,550000.0,Hyundai
3481,Hyundai i20 Asta,Mumbai,2015,25000,Petrol,Manual,First,565000.0,Hyundai
3482,Chevrolet Enjoy TCDi,Ahmedabad,2013,71000,Diesel,Manual,First,325000.0,Chevrolet
3483,Skoda Rapid 1.6,Coimbatore,2015,20826,Petrol,Automatic,First,772000.0,Skoda
3484,Hyundai Creta 1.6,Pune,2016,42244,Diesel,Manual,First,1200000.0,Hyundai
3485,Chevrolet Beat Diesel,Jaipur,2013,98598,Diesel,Manual,First,155000.0,Chevrolet
3486,Toyota Fortuner 3.0,Delhi,2011,62100,Diesel,Manual,First,1075000.0,Toyota
3487,Hyundai i20 Sportz,Coimbatore,2016,44238,Petrol,Manual,First,672000.0,Hyundai
3488,Audi Q7 3.0,Coimbatore,2012,91743,Diesel,Automatic,First,2855000.0,Audi
3489,Porsche Panamera Diesel,Bangalore,2013,19828,Diesel,Automatic,Second,7500000.0,Porsche
3490,Honda City i,Hyderabad,2016,36891,Petrol,Manual,First,1049000.0,Honda
3491,Mahindra Quanto C4,Hyderabad,2012,90049,Diesel,Manual,First,380000.0,Mahindra
3492,Audi A4 2.0,Ahmedabad,2012,74002,Diesel,Automatic,First,1850000.0,Audi
3493,Hyundai Sonata Transform,Kolkata,2013,41000,Petrol,Automatic,First,600000.0,Hyundai
3494,Hyundai Verna 1.6,Hyderabad,2012,83678,Diesel,Manual,First,550000.0,Hyundai
3495,Maruti Wagon R,Pune,2010,91000,Petrol,Manual,First,229999.99999999997,Maruti
3496,Maruti Ertiga SHVS,Jaipur,2016,50000,Diesel,Manual,First,869999.9999999999,Maruti
3497,Hyundai Xcent 1.1,Delhi,2015,58000,Diesel,Manual,First,495000.0,Hyundai
3498,Maruti Swift VDI,Jaipur,2012,80000,Diesel,Manual,First,425000.0,Maruti
3499,Mahindra XUV500 W6,Kochi,2017,41290,Diesel,Manual,Second,1094000.0,Mahindra
3500,BMW 5 Series,Delhi,2013,65000,Diesel,Automatic,First,2126000.0,BMW
3501,Toyota Corolla Altis,Bangalore,2016,16471,Petrol,Manual,Second,1150000.0,Toyota
3502,Hyundai i20 Asta,Pune,2015,54339,Diesel,Manual,Second,600000.0,Hyundai
3503,Mahindra KUV 100,Hyderabad,2016,24025,Petrol,Manual,First,409999.99999999994,Mahindra
3504,Maruti Alto 800,Kolkata,2013,24027,Petrol,Manual,First,200999.99999999997,Maruti
3505,Fiat Punto EVO,Hyderabad,2010,59270,Petrol,Manual,First,260000.0,Fiat
3506,Maruti Wagon R,Kolkata,2012,40000,Petrol,Manual,First,235000.0,Maruti
3507,Mitsubishi Pajero 4X4,Bangalore,2012,155566,Diesel,Manual,Second,915000.0,Mitsubishi
3508,Honda Brio EX,Chennai,2013,42320,Petrol,Manual,First,290000.0,Honda
3509,Hyundai i20 Asta,Coimbatore,2017,24153,Diesel,Manual,Second,918000.0,Hyundai
3510,Hyundai Creta 1.6,Mumbai,2016,27000,Petrol,Automatic,First,1145000.0,Hyundai
3511,Maruti Alto Green,Hyderabad,2012,92000,CNG,Manual,Second,210000.0,Maruti
3512,Honda Amaze S,Kochi,2017,61795,Petrol,Manual,First,553000.0,Honda
3513,Mahindra KUV 100,Chennai,2016,13500,Petrol,Manual,First,375000.0,Mahindra
3514,Honda City i-VTEC,Pune,2018,4500,Petrol,Automatic,First,1250000.0,Honda
3515,Mahindra XUV500 AT,Mumbai,2017,23000,Diesel,Automatic,First,1550000.0,Mahindra
3516,Hyundai Santro GLS,Pune,2011,65400,Petrol,Manual,First,210000.0,Hyundai
3517,Mercedes-Benz New C-Class,Mumbai,2013,80578,Diesel,Automatic,Second,1450000.0,Mercedes-Benz
3518,Renault Duster 110PS,Coimbatore,2017,42646,Diesel,Automatic,First,1246000.0,Renault
3519,Volkswagen Polo 1.2,Bangalore,2014,30000,Petrol,Manual,Second,525000.0,Volkswagen
3520,BMW 5 Series,Delhi,2012,90000,Diesel,Automatic,First,1450000.0,BMW
3521,Mercedes-Benz S Class,Bangalore,2009,98000,Diesel,Automatic,Second,2500000.0,Mercedes-Benz
3522,Hyundai Santro GLS,Kochi,2012,66400,Petrol,Manual,First,266000.0,Hyundai
3523,Jaguar XJ 3.0L,Hyderabad,2012,50000,Diesel,Automatic,First,4500000.0,Jaguar
3524,Maruti Swift VDI,Jaipur,2015,63310,Diesel,Manual,First,509999.99999999994,Maruti
3525,Honda Amaze S,Delhi,2014,66000,Diesel,Manual,First,350000.0,Honda
3526,BMW 3 Series,Ahmedabad,2011,74000,Diesel,Automatic,Second,1250000.0,BMW
3527,Hyundai Verna 1.4,Hyderabad,2012,93000,Diesel,Manual,First,555000.0,Hyundai
3528,Toyota Fortuner 4x2,Delhi,2015,70000,Diesel,Automatic,First,1948000.0,Toyota
3529,Maruti Swift VXI,Ahmedabad,2012,48772,Petrol,Manual,First,391000.0,Maruti
3530,Chevrolet Beat LS,Chennai,2010,66000,Petrol,Manual,First,219000.0,Chevrolet
3531,Hyundai Grand i10,Coimbatore,2017,27417,Petrol,Automatic,First,689000.0,Hyundai
3532,Ford Figo Petrol,Coimbatore,2011,51593,Petrol,Manual,Second,347000.0,Ford
3533,Nissan Teana 230jM,Mumbai,2008,86340,Petrol,Automatic,Second,325000.0,Nissan
3534,Maruti Swift VXI,Pune,2010,75000,Petrol,Manual,First,285000.0,Maruti
3535,Audi A4 35,Coimbatore,2016,39237,Diesel,Automatic,First,2564000.0,Audi
3536,Honda City V,Kochi,2018,11966,Petrol,Manual,First,1027999.9999999999,Honda
3537,Honda Jazz V,Hyderabad,2015,37000,Petrol,Manual,First,630000.0,Honda
3538,Volkswagen Polo 1.5,Chennai,2014,70920,Diesel,Manual,First,475000.0,Volkswagen
3539,Nissan Terrano XL,Hyderabad,2013,65280,Diesel,Manual,First,580000.0,Nissan
3540,Land Rover Discovery,Hyderabad,2016,62000,Diesel,Automatic,First,4450000.0,Land
3541,Hyundai i20 Magna,Kochi,2014,44525,Petrol,Manual,First,465000.00000000006,Hyundai
3542,Honda City 1.5,Jaipur,2009,86863,Petrol,Manual,First,360000.0,Honda
3543,Mahindra XUV500 W10,Hyderabad,2015,102626,Diesel,Manual,First,1225000.0,Mahindra
3544,Jeep Compass 2.0,Jaipur,2017,45000,Diesel,Manual,First,2000000.0,Jeep
3545,Mahindra XUV500 W10,Jaipur,2017,22000,Diesel,Manual,First,1600000.0,Mahindra
3546,Mahindra Scorpio VLX,Coimbatore,2011,108905,Diesel,Automatic,Second,621000.0,Mahindra
3547,Datsun GO Plus,Kolkata,2016,12800,Petrol,Manual,First,325000.0,Datsun
3548,Mahindra Scorpio S6,Kolkata,2016,32000,Diesel,Manual,First,975000.0,Mahindra
3549,Honda Amaze S,Mumbai,2014,39000,Petrol,Automatic,First,445000.0,Honda
3550,Honda City i-DTEC,Pune,2017,42000,Diesel,Manual,First,1200000.0,Honda
3551,Tata Indigo GLE,Chennai,2008,73000,Petrol,Manual,First,80000.0,Tata
3552,Hyundai Grand i10,Chennai,2018,48000,Diesel,Manual,First,595000.0,Hyundai
3553,Maruti Alto 800,Pune,2015,18000,CNG,Manual,First,300000.0,Maruti
3554,Hyundai Verna 1.4,Kolkata,2014,19000,Petrol,Manual,First,525000.0,Hyundai
3555,Toyota Innova Crysta,Coimbatore,2019,33598,Diesel,Manual,First,2220000.0,Toyota
3556,BMW X1 sDrive20d,Jaipur,2012,63000,Diesel,Automatic,First,1350000.0,BMW
3557,Volkswagen Jetta 2013-2015,Chennai,2015,48000,Diesel,Automatic,First,1350000.0,Volkswagen
3558,Ford Figo Diesel,Delhi,2014,66000,Diesel,Manual,First,347000.0,Ford
3559,Mahindra Ssangyong Rexton,Ahmedabad,2013,80000,Diesel,Automatic,Second,950000.0,Mahindra
3560,Volkswagen Vento Petrol,Chennai,2011,37000,Petrol,Manual,First,480000.0,Volkswagen
3561,Skoda Rapid 1.6,Kochi,2016,35058,Petrol,Manual,First,654000.0,Skoda
3562,Volkswagen Polo Petrol,Delhi,2012,52000,Petrol,Manual,First,310000.0,Volkswagen
3563,Maruti S Cross,Hyderabad,2015,61313,Diesel,Manual,First,799000.0,Maruti
3564,Toyota Corolla Altis,Kolkata,2009,45000,Petrol,Manual,Second,330000.0,Toyota
3565,Maruti Ertiga ZDI,Bangalore,2015,74000,Diesel,Manual,First,875000.0,Maruti
3566,Hyundai i10 Asta,Hyderabad,2013,89000,Petrol,Automatic,First,419000.00000000006,Hyundai
3567,Mercedes-Benz CLA 200,Kochi,2019,13414,Diesel,Automatic,First,3077000.0,Mercedes-Benz
3568,Honda City ZX,Jaipur,2006,95000,Petrol,Manual,Second,211000.0,Honda
3569,Mahindra KUV 100,Jaipur,2018,15900,Petrol,Manual,First,625000.0,Mahindra
3570,Toyota Fortuner 3.0,Delhi,2011,151000,Diesel,Manual,First,1140000.0,Toyota
3571,Honda City 1.5,Bangalore,2011,65000,Petrol,Manual,First,520000.0,Honda
3572,Audi A6 35,Coimbatore,2017,36824,Diesel,Automatic,First,3984000.0000000005,Audi
3573,Ford Figo Diesel,Coimbatore,2013,65287,Diesel,Manual,First,445000.0,Ford
3574,Mercedes-Benz GLA Class,Kolkata,2014,52000,Diesel,Automatic,First,1950000.0,Mercedes-Benz
3575,Chevrolet Aveo U-VA,Hyderabad,2007,33000,Petrol,Manual,First,175000.0,Chevrolet
3576,Ford Figo 2015-2019,Hyderabad,2016,71000,Diesel,Manual,First,509999.99999999994,Ford
3577,Hyundai Elantra CRDi,Delhi,2013,71000,Diesel,Automatic,First,680000.0,Hyundai
3578,Maruti Baleno Zeta,Kolkata,2016,20000,Petrol,Automatic,First,574000.0,Maruti
3579,Maruti Swift LXi,Hyderabad,2010,71000,Petrol,Manual,First,330000.0,Maruti
3580,Mercedes-Benz CLS-Class 2006-2010,Hyderabad,2010,29000,Diesel,Automatic,First,3200000.0,Mercedes-Benz
3581,BMW 3 Series,Ahmedabad,2016,27000,Diesel,Automatic,First,3500000.0,BMW
3582,Maruti Dzire AMT,Chennai,2017,19000,Diesel,Automatic,First,890000.0,Maruti
3583,Hyundai Verna 1.6,Mumbai,2011,58000,Petrol,Manual,Second,400000.0,Hyundai
3584,Jeep Compass 2.0,Kochi,2018,42203,Diesel,Manual,First,1946000.0,Jeep
3585,Hyundai Sonata Embera,Hyderabad,2009,94000,Diesel,Automatic,First,525000.0,Hyundai
3586,Maruti Eeco 5,Delhi,2013,52000,CNG,Manual,Second,260000.0,Maruti
3587,Tata Nexon 1.5,Kolkata,2018,4900,Diesel,Manual,First,922000.0000000001,Tata
3588,Hyundai EON Era,Jaipur,2013,70000,Petrol,Manual,First,180000.0,Hyundai
3589,Tata Indica DLS,Hyderabad,2005,100000,Diesel,Manual,Second,130000.0,Tata
3590,BMW 5 Series,Kochi,2015,65266,Diesel,Automatic,First,3175000.0,BMW
3591,Maruti Ertiga VDI,Delhi,2014,54569,Diesel,Manual,First,599000.0,Maruti
3592,Honda Amaze E,Kochi,2015,51361,Petrol,Manual,First,494000.00000000006,Honda
3593,Ford Fiesta 1.4,Jaipur,2007,125000,Petrol,Manual,Third,150000.0,Ford
3594,Honda Civic 2006-2010,Bangalore,2008,66000,Petrol,Manual,Third,325000.0,Honda
3595,Maruti Wagon R,Hyderabad,2007,65047,LPG,Manual,First,195000.0,Maruti
3596,Maruti Ertiga ZDI,Delhi,2014,22281,Diesel,Manual,First,650000.0,Maruti
3597,Hyundai Grand i10,Delhi,2013,63210,Diesel,Manual,First,371000.0,Hyundai
3598,Hyundai Xcent 1.2,Pune,2018,31000,Petrol,Manual,First,500000.0,Hyundai
3599,Hyundai i10 Era,Ahmedabad,2008,60000,Petrol,Manual,First,199000.0,Hyundai
3600,Honda Amaze S,Mumbai,2017,32006,Petrol,Manual,First,425000.0,Honda
3601,Audi A6 2.7,Ahmedabad,2009,78000,Diesel,Automatic,First,800000.0,Audi
3602,Hyundai i10 Magna,Mumbai,2011,9489,Petrol,Manual,First,295000.0,Hyundai
3603,Renault KWID RXT,Pune,2018,5000,Petrol,Manual,First,350000.0,Renault
3604,Audi A4 New,Jaipur,2012,60000,Diesel,Automatic,Second,1600000.0,Audi
3605,Maruti Alto 800,Jaipur,2015,50000,Petrol,Manual,First,275000.0,Maruti
3606,Honda City i,Delhi,2015,53000,Petrol,Manual,First,695000.0,Honda
3607,Mercedes-Benz New C-Class,Delhi,2011,64000,Petrol,Automatic,Second,1250000.0,Mercedes-Benz
3608,Audi Q5 3.0,Coimbatore,2017,43827,Diesel,Automatic,First,3683000.0,Audi
3609,Volkswagen Polo 1.2,Pune,2011,36431,Petrol,Manual,First,270000.0,Volkswagen
3610,Hyundai Creta 1.4,Mumbai,2017,35000,Diesel,Manual,First,990000.0,Hyundai
3611,Honda City 1.5,Kochi,2011,94832,Petrol,Manual,First,383000.0,Honda
3612,Honda City 1.5,Coimbatore,2012,88381,Petrol,Manual,First,525000.0,Honda
3613,Maruti S Cross,Kolkata,2016,45194,Diesel,Manual,First,775000.0,Maruti
3614,Maruti SX4 Vxi,Mumbai,2010,66000,Petrol,Manual,Second,246000.0,Maruti
3615,Maruti Swift Dzire,Kolkata,2014,38578,Diesel,Manual,First,396000.0,Maruti
3616,Maruti Ertiga ZDI,Chennai,2015,40000,Diesel,Manual,First,825000.0,Maruti
3617,Hyundai i20 1.2,Coimbatore,2018,20632,Petrol,Manual,First,758000.0,Hyundai
3618,Hyundai Grand i10,Hyderabad,2014,73042,Diesel,Manual,First,399000.0,Hyundai
3619,Honda City i,Delhi,2014,54257,Petrol,Manual,First,625000.0,Honda
3620,Skoda Rapid 1.6,Hyderabad,2013,93000,Diesel,Manual,First,500000.0,Skoda
3621,Mercedes-Benz E-Class E270,Hyderabad,2005,102000,Diesel,Automatic,Second,465000.00000000006,Mercedes-Benz
3622,Hyundai Santa Fe,Coimbatore,2016,28881,Diesel,Automatic,First,2137000.0,Hyundai
3623,Maruti Alto LXi,Hyderabad,2007,52195,Petrol,Manual,First,175000.0,Maruti
3624,ISUZU D-MAX V-Cross,Coimbatore,2018,20422,Diesel,Manual,First,1609000.0,ISUZU
3625,Hyundai Verna 1.4,Kolkata,2012,38000,Diesel,Manual,First,409999.99999999994,Hyundai
3626,Ford Figo Diesel,Coimbatore,2015,92885,Diesel,Manual,First,356000.0,Ford
3627,Honda City 1.5,Pune,2010,43000,Petrol,Manual,Second,421000.0,Honda
3628,Maruti Swift VDI,Coimbatore,2016,70478,Diesel,Manual,First,686000.0,Maruti
3629,Hyundai Verna 1.6,Delhi,2015,57000,Diesel,Manual,First,660000.0,Hyundai
3630,Hyundai Creta 1.6,Coimbatore,2018,32434,Petrol,Automatic,First,1435000.0,Hyundai
3631,Ford Ecosport 1.5,Hyderabad,2017,32000,Diesel,Manual,First,950000.0,Ford
3632,BMW X6 xDrive30d,Delhi,2011,59000,Diesel,Automatic,First,2190000.0,BMW
3633,BMW 5 Series,Coimbatore,2016,76467,Diesel,Automatic,First,3045000.0,BMW
3634,Ford Figo Aspire,Hyderabad,2016,100000,Diesel,Manual,First,509999.99999999994,Ford
3635,Hyundai Verna VTVT,Pune,2013,37086,Petrol,Automatic,First,544000.0,Hyundai
3636,Ford Ikon 1.4,Jaipur,2010,135000,Diesel,Manual,First,160000.0,Ford
3637,Audi A6 2011-2015,Kochi,2014,54862,Diesel,Automatic,First,1667000.0000000002,Audi
3638,Honda CR-V Sport,Hyderabad,2010,67758,Petrol,Manual,First,950000.0,Honda
3639,Hyundai i20 2015-2017,Pune,2012,56200,Petrol,Automatic,First,385000.0,Hyundai
3640,Toyota Fortuner 2.8,Kochi,2011,169006,Diesel,Manual,First,1064000.0,Toyota
3641,Renault KWID RXT,Bangalore,2016,20229,Petrol,Manual,First,350000.0,Renault
3642,Chevrolet Spark 1.0,Chennai,2008,62000,Petrol,Manual,Third,110000.00000000001,Chevrolet
3643,Hyundai Verna Transform,Hyderabad,2011,51500,Petrol,Manual,Second,260000.0,Hyundai
3644,BMW 3 Series,Hyderabad,2012,69000,Diesel,Automatic,First,1850000.0,BMW
3645,Hyundai Santro Xing,Bangalore,2004,167000,Petrol,Manual,First,135000.0,Hyundai
3646,Maruti Swift Dzire,Hyderabad,2015,62476,Diesel,Manual,First,795000.0,Maruti
3647,Hyundai Xcent 1.2,Jaipur,2017,60500,Diesel,Manual,First,549000.0,Hyundai
3648,Honda Jazz V,Mumbai,2017,17978,Petrol,Automatic,First,695000.0,Honda
3649,Tata Indigo LS,Jaipur,2008,300000,Diesel,Manual,First,100000.0,Tata
3650,Ford Fiesta Classic,Chennai,2013,123000,Diesel,Manual,Second,445000.0,Ford
3651,Maruti S-Cross Alpha,Kolkata,2016,45296,Diesel,Manual,First,699000.0,Maruti
3652,Maruti SX4 Zxi,Coimbatore,2008,77325,Petrol,Manual,First,351000.0,Maruti
3653,Maruti Baleno Zeta,Kochi,2018,25858,Petrol,Automatic,First,754000.0,Maruti
3654,Maruti Ritz LDi,Bangalore,2016,120000,Diesel,Manual,First,365000.0,Maruti
3655,Hyundai Elantra CRDi,Ahmedabad,2016,22000,Diesel,Automatic,First,1600000.0,Hyundai
3656,Chevrolet Spark 1.0,Kolkata,2012,11000,Petrol,Manual,First,140000.0,Chevrolet
3657,Hyundai i20 1.2,Mumbai,2017,3900,Petrol,Manual,First,645000.0,Hyundai
3658,Hyundai Xcent 1.1,Hyderabad,2016,106092,Diesel,Manual,First,440000.00000000006,Hyundai
3659,Honda Jazz 1.2,Delhi,2015,27000,Petrol,Automatic,First,595000.0,Honda
3660,Honda Brio S,Ahmedabad,2013,11000,Petrol,Manual,First,390000.0,Honda
3661,Mercedes-Benz E-Class E250,Coimbatore,2016,39753,Diesel,Automatic,First,3528000.0,Mercedes-Benz
3662,Tata Hexa XT,Pune,2017,39800,Diesel,Manual,First,1425000.0,Tata
3663,Hyundai Xcent 1.1,Pune,2017,73000,Diesel,Manual,First,450000.0,Hyundai
3664,Ford Ecosport 1.5,Pune,2015,55000,Diesel,Manual,First,750000.0,Ford
3665,Tata Nano XTA,Coimbatore,2017,18351,Petrol,Automatic,First,341000.0,Tata
3666,Honda Brio VX,Pune,2013,45000,Petrol,Manual,Second,325000.0,Honda
3667,Maruti Ertiga SHVS,Hyderabad,2016,112200,Diesel,Manual,First,830000.0000000001,Maruti
3668,Hyundai i10 Sportz,Bangalore,2010,29000,Petrol,Manual,First,345000.0,Hyundai
3669,Hyundai Santro Xing,Hyderabad,2007,57309,Petrol,Manual,First,210000.0,Hyundai
3670,Mahindra XUV500 W10,Mumbai,2015,53392,Diesel,Manual,First,1195000.0,Mahindra
3671,Volkswagen Vento Diesel,Hyderabad,2010,71000,Diesel,Manual,First,425000.0,Volkswagen
3672,Tata Safari Storme,Hyderabad,2014,93000,Diesel,Manual,First,825000.0,Tata
3673,Honda Accord 2.4,Hyderabad,2010,119000,Petrol,Manual,First,595000.0,Honda
3674,Maruti Eeco 7,Coimbatore,2016,42225,Petrol,Manual,First,430000.0,Maruti
3675,Maruti Swift VDI,Ahmedabad,2012,65000,Diesel,Manual,First,390000.0,Maruti
3676,Maruti Baleno Zeta,Pune,2016,27809,Petrol,Automatic,First,641000.0,Maruti
3677,Mahindra XUV500 W8,Coimbatore,2015,65100,Diesel,Manual,First,836000.0,Mahindra
